"business_name","address","phone","website","rating","review_count","google_maps_url"
"Champion Smoke shop & Vape | CBD |Kratom | Hookah | Delta8 | Water Pipe & more","18618 Champion Forest Dr C, Spring, TX 77379","(346) 808-7519","","4.7","62","https://www.google.com/maps/place/Champion+Smoke+shop+%26+Vape+%7C+CBD+%7CKratom+%7C+Hookah+%7C+Delta8+%7C+Water+Pipe+%26+more/@30.0344807,-95.5570644,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cd8046ca0d39:0x62614b67ee6b2e3f!8m2!3d30.0344807!4d-95.5570644!16s%2Fg%2F11spxsnhf1"
"GF SMOKE SHOP LOUETTA / KUYKENDAHL VAPES | CBD | TOBACCO | DELTA THC | KRATOM | SCALES | GRINDERS | OPEN 24 HRS","18468 Kuykendahl Rd, Spring, TX 77379","","","5.0","685","https://www.google.com/maps/place/GF+SMOKE+SHOP+LOUETTA+%2F+KUYKENDAHL+VAPES+%7C+CBD+%7C+TOBACCO+%7C+DELTA+THC+%7C+KRATOM+%7C+SCALES+%7C+GRINDERS+%7C+OPEN+24+HRS/@30.0391102,-95.4868337,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cd985363487d:0xc2e7ceed7bbb4b19!8m2!3d30.0391102!4d-95.4868337!16s%2Fg%2F11t60d_lgy"
"In The Clouds - Spring Cypress CBD, Tobacco, Hookah, Cigars, Kratom & Disposable Vape Shop","6224 Spring Cypress Rd Suite 111, Spring, TX 77379","(832) 698-2370","https://in-the-clouds.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink","5.0","313","https://www.google.com/maps/place/In+The+Clouds+-+Spring+Cypress+CBD,+Tobacco,+Hookah,+Cigars,+Kratom+%26+Disposable+Vape+Shop/data=!4m7!3m6!1s0x8647333be61f2b13:0x27becdccd2d0d58a!8m2!3d30.0498408!4d-95.5150258!16s%2Fg%2F11v022s62t!19sChIJEysf5jszR4YRitXQ0szNvic"
"FRONTO Smoke Shop","2111 Spring Cypress Rd Suite #70, Spring, TX 77388","(832) 299-6688","https://www.leafly.com/cbd-store/fronto-smoke-shop","4.7","170","https://www.google.com/maps/place/FRONTO+Smoke+Shop/data=!4m7!3m6!1s0x864735a03ed1eeb1:0xcdba7d6cdfb85919!8m2!3d30.067192!4d-95.4491119!16s%2Fg%2F11n83_56wb!19sChIJse7RPqA1R4YRGVm432x9us0"
"SUPREME SMOKE OPEN 24 HOURS & VAPE & KRATOM & THC & HOOKAH & CIGARS & GLASS PIPES & CBD","435 Rayford Rd Suite #102, Spring, TX 77386","(346) 829-6814","","5.0","565","https://www.google.com/maps/place/SUPREME+SMOKE+OPEN+24+HOURS+%26+VAPE+%26+KRATOM+%26+THC+%26+HOOKAH+%26+CIGARS+%26+GLASS+PIPES+%26+CBD/@30.1276425,-95.4344039,17z/data=!3m1!4b1!4m6!3m5!1s0x8647356cb8a85e51:0x334a22a47b294e02!8m2!3d30.1276425!4d-95.4344039!16s%2Fg%2F11lywvtb8b"
"World Peace Smoke Shop","5010 Louetta Rd, Spring, TX 77379","(832) 559-3757","https://www.facebook.com/pages/World-Peace-Smoke-Shop/1500150790259346","4.6","105","https://www.google.com/maps/place/World+Peace+Smoke+Shop/data=!4m7!3m6!1s0x8640ccb3da7d307f:0x43fd28458f86cff7!8m2!3d30.0392626!4d-95.4917174!16s%2Fg%2F11b6m0_l89!19sChIJfzB92rPMQIYR98-Gj0Uo_UM"
"Wild Side Smoke Shop","4905 Farm to Market 2920, Spring, TX 77388","(281) 362-5793","","4.9","59","https://www.google.com/maps/place/Wild+Side+Smoke+Shop/@30.0732053,-95.4954799,17z/data=!3m1!4b1!4m6!3m5!1s0x8647339db93ed193:0x2c501f33f4c8b35a!8m2!3d30.0732053!4d-95.4954799!16s%2Fg%2F11kpp_qrkf"
"BABA Smoke Shop, Vape Shop, THCA ,CBD , Hookah, Kratom,7ohmz, Kava, Premium Cigars,Tattoo supply","3410 Farm to Market 2920 50 Ste 50, Spring, TX 77388","(713) 389-5354","https://sites.google.com/view/baba-smoke-shop/about-us","4.9","163","https://www.google.com/maps/place/BABA+Smoke+Shop,+Vape+Shop,+THCA+,CBD+,+Hookah,+Kratom,7ohmz,+Kava,+Premium+Cigars,Tattoo+supply/data=!4m7!3m6!1s0x864733c6ffb13da3:0xa3b1a90dd5f75aba!8m2!3d30.0709388!4d-95.4699872!16s%2Fg%2F11qg9g34rk!19sChIJoz2x_8YzR4YRulr31Q2psaM"
"Blazin' Bad - VAPE & SMOKE","25827 Cypresswood Dr #400, Spring, TX 77373","(281) 323-4822","https://www.blazinbad.com/","4.9","240","https://www.google.com/maps/place/Blazin%27+Bad+-+VAPE+%26+SMOKE/data=!4m7!3m6!1s0x86474bd64d9d14f3:0xa002a4e2be1b1247!8m2!3d30.070213!4d-95.3765379!16s%2Fg%2F11vyx79937!19sChIJ8xSdTdZLR4YRRxIbvuKkAqA"
"Papa Smoke Spring","4334 Farm to Market 2920 #110, Spring, TX 77388","(689) 250-8413","","5.0","1","https://www.google.com/maps/place/Papa+Smoke+Spring/@30.0716008,-95.4852773,17z/data=!3m1!4b1!4m6!3m5!1s0x864733af2e0deded:0xcf6744433260961b!8m2!3d30.0716008!4d-95.4852773!16s%2Fg%2F11yrxrypmh"
"Exotic Gardens","22559 Aldine Westfield Rd, Spring, TX 77373","(713) 262-5703","","4.6","9","https://www.google.com/maps/place/Exotic+Gardens/@30.0414472,-95.3836668,17z/data=!3m1!4b1!4m6!3m5!1s0x8640b50c5ba0b835:0x2c15a7ddca86c494!8m2!3d30.0414472!4d-95.3836668!16s%2Fg%2F11wp7hbx42"
"King's Smoke Shop","21502 Aldine Westfield Rd, Humble, TX 77338","(281) 645-8090","","4.8","42","https://www.google.com/maps/place/King's+Smoke+Shop/@30.0274167,-95.3802549,17z/data=!3m1!4b1!4m6!3m5!1s0x8640b5da86c8f83b:0x9cec144a5cdabfd9!8m2!3d30.0274167!4d-95.3802549!16s%2Fg%2F11vs04kwt9"
"HIGH END SMOKE SHOP","25919 I-45, Spring, TX 77380","(832) 823-0534","","4.8","45","https://www.google.com/maps/place/HIGH+END+SMOKE+SHOP/@30.1392174,-95.4465389,17z/data=!3m1!4b1!4m6!3m5!1s0x86473794017a7be9:0xb474ca8325f20f6!8m2!3d30.1392174!4d-95.4465389!16s%2Fg%2F11hmbz6trk"
"Puff puff smoke & vape","22756 B Cypresswood Dr, Spring, TX 77373","(214) 705-5091","","4.9","61","https://www.google.com/maps/place/Puff+puff+smoke+%26+vape/@30.0441223,-95.345242,17z/data=!3m1!4b1!4m6!3m5!1s0x8640b5393fceac87:0x51f807004747b8e0!8m2!3d30.0441223!4d-95.345242!16s%2Fg%2F11vbs4d64m"
"Bahama Mama Smoke Shop Rayford | Vapes | Tobacco | CBD | Delta THC | Kratom | Disposables | Hookah | Novelties","2021 Rayford Rd # 150, Spring, TX 77386","(281) 651-5075","","4.9","453","https://www.google.com/maps/place/Bahama+Mama+Smoke+Shop+Rayford+%7C+Vapes+%7C+Tobacco+%7C+CBD+%7C+Delta+THC+%7C+Kratom+%7C+Disposables+%7C+Hookah+%7C+Novelties/@30.1239515,-95.4105887,17z/data=!3m1!4b1!4m6!3m5!1s0x86473515ea7f3ad1:0x75810c2de1ab8b9b!8m2!3d30.1239515!4d-95.4105887!16s%2Fg%2F11tdyv230r"
"Cypresswood CBD SMOKE VAPE DELTA8 THC-O DELTA10 DISPOSABLE KRATOM HOOKAH JUICES HAND PIPE","294 Cypresswood Dr suite 100, Spring, TX 77388","(281) 323-4550","","4.9","131","https://www.google.com/maps/place/Cypresswood+CBD+SMOKE+VAPE+DELTA8+THC-O+DELTA10+DISPOSABLE+KRATOM+HOOKAH+JUICES+HAND+PIPE/@30.0506147,-95.4380013,17z/data=!3m1!4b1!4m6!3m5!1s0x86473558760b6dd7:0x305d0a8d4992302b!8m2!3d30.0506147!4d-95.4380013!16s%2Fg%2F11rkcrzxrf"
"Spring Wellness Smoke • Vape • CBD • & Daiquiri - 24/7","5240 Farm to Market 2920 Ste 300, Spring, TX 77388","(281) 651-5755","https://www.instagram.com/springwellnesstx/","4.9","171","https://www.google.com/maps/place/Spring+Wellness+Smoke+%E2%80%A2+Vape+%E2%80%A2+CBD+%E2%80%A2+%26+Daiquiri+-+24%2F7/data=!4m7!3m6!1s0x8647335a9ab4b3cd:0x5e0c912ed71a5a7f!8m2!3d30.0745338!4d-95.501256!16s%2Fg%2F11tsxln8d4!19sChIJzbO0mlozR4YRf1oa1y6RDF4"
"Smoke Shack","25192 Interstate 45 #107, Spring, TX 77386","(281) 419-8383","","4.3","207","https://www.google.com/maps/place/Smoke+Shack/@30.1275688,-95.441886,16z/data=!3m1!4b1!4m6!3m5!1s0x8647342e3d435fed:0xab72bfe4752aa812!8m2!3d30.1275688!4d-95.441886!16s%2Fg%2F1hc28vf7d"
"Bahama Mama Smoke Shop 45 North | Vapes | Tobacco | CBD | Delta THC | Kratom | Disposables | Hookah | Novelties","21327 North Fwy suite c, Spring, TX 77388","(346) 351-2893","","5.0","164","https://www.google.com/maps/place/Bahama+Mama+Smoke+Shop+45+North+%7C+Vapes+%7C+Tobacco+%7C+CBD+%7C+Delta+THC+%7C+Kratom+%7C+Disposables+%7C+Hookah+%7C+Novelties/@30.0738808,-95.4367944,17z/data=!3m1!4b1!4m6!3m5!1s0x864735a4cf102b37:0x13db4a653e69deda!8m2!3d30.0738808!4d-95.4367944!16s%2Fg%2F11wv2jp6tl"
"Cloudopa Smoke Shop | Vape | CBD | Kratom | & Essentials","3532 Harmony Commons Dr, Spring, TX 77386","(281) 323-4800","http://cloudopa.com/","4.6","120","https://www.google.com/maps/place/Cloudopa+Smoke+Shop+%7C+Vape+%7C+CBD+%7C+Kratom+%7C+%26+Essentials/data=!4m7!3m6!1s0x86474bd00b076c01:0xed4bd08d27c6d6ff!8m2!3d30.106702!4d-95.3905481!16s%2Fg%2F11kqdxcyxh!19sChIJAWwHC9BLR4YR_9bGJ43QS-0"
"Mad Dog Smoke Shop 1960 Vape,Hookah,Cigars,Glass Shop","948 Cypress Creek Pkwy, Houston, TX 77090","(281) 444-4801","","4.7","542","https://www.google.com/maps/place/Mad+Dog+Smoke+Shop+1960+Vape,Hookah,Cigars,Glass+Shop/@30.0167989,-95.4451425,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cb1a12f8eca3:0xf25908dd211d572d!8m2!3d30.0167989!4d-95.4451425!16s%2Fg%2F1262g03wx"
"It’s Lit Smoke Shop, Vape Shop, CBD, Hemp, Delta, THC Dispensary, Hookah, Gummies, Kratom, Elfbar, Lost Mary Vape, Tyson Vape","1950 Louetta Rd D, Spring, TX 77388","(281) 989-8902","","4.6","82","https://www.google.com/maps/place/It%E2%80%99s+Lit+Smoke+Shop,+Vape+Shop,+CBD,+Hemp,+Delta,+THC+Dispensary,+Hookah,+Gummies,+Kratom,+Elfbar,+Lost+Mary+Vape,+Tyson+Vape/@30.0638564,-95.4467645,17z/data=!3m1!4b1!4m6!3m5!1s0x864735f2d45d5fa3:0xeb2f2ba66572d85d!8m2!3d30.0638564!4d-95.4467645!16s%2Fg%2F11s35z2nhx"
"Exotic Kings Smoke, Vape & Dispensary","324 Rayford Rd, Spring, TX 77386","(346) 382-3031","","4.9","104","https://www.google.com/maps/place/Exotic+Kings+Smoke,+Vape+%26+Dispensary/@30.1265961,-95.4394183,17z/data=!3m1!4b1!4m6!3m5!1s0x864735ff6467ea69:0x5dca0f460ce692e4!8m2!3d30.1265961!4d-95.4394183!16s%2Fg%2F11y0h67f95"
"GREEN LEAF SMOKE SHOP - TOMBALL, CBD, KRATOM, VAPE, HOOKAH,THC-A, DELTA 8, EXOTIC SNACKS, DETOX, 7 OHMZ, TATTOO SUPPLY","11730 Spring Cypress Rd Ste #3, Tomball, TX 77377","(281) 547-8828","","4.7","253","https://www.google.com/maps/place/GREEN+LEAF+SMOKE+SHOP+-+TOMBALL,+CBD,+KRATOM,+VAPE,+HOOKAH,THC-A,+DELTA+8,+EXOTIC+SNACKS,+DETOX,+7+OHMZ,+TATTOO+SUPPLY/@30.0131309,-95.6033136,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d35913231633:0xd395406b80549ac!8m2!3d30.0131309!4d-95.6033136!16s%2Fg%2F11pd110t0x"
"Smoke Studio LLC - Smoke Shop and Vape Shop Products in Spring Texas","2150 Farm to Market 2920 Suite E, Spring, TX 77388","(346) 351-8035","","4.9","139","https://www.google.com/maps/place/Smoke+Studio+LLC+-+Smoke+Shop+and+Vape+Shop+Products+in+Spring+Texas/@30.0707704,-95.4489113,17z/data=!3m1!4b1!4m6!3m5!1s0x8647353b31c2d5e3:0x70961a94ad2e08b8!8m2!3d30.0707704!4d-95.4489113!16s%2Fg%2F11rmww9d6l"
"Exhale Vape & Smoke Shop Spring","10801 Spring Cypress Rd Ste. 11, Houston, TX 77070","(832) 493-2708","","4.9","107","https://www.google.com/maps/place/Exhale+Vape+%26+Smoke+Shop+Spring/@30.0132474,-95.5870459,17z/data=!3m1!4b1!4m6!3m5!1s0x8640d3cce3ee0ac3:0xa046a537d264ac57!8m2!3d30.0132474!4d-95.5870459!16s%2Fg%2F11stk32_6f"
"MOONLIGHT SMOKE SHOP, VAPE, DELTA 8, CBD, KRATOM, 7OHMZ & TATTOO ACCESSORIES","26835 Cypresswood Dr, Spring, TX 77373","(281) 719-0519","","4.6","110","https://www.google.com/maps/place/MOONLIGHT+SMOKE+SHOP,+VAPE,+DELTA+8,+CBD,+KRATOM,+7OHMZ+%26+TATTOO+ACCESSORIES/@30.0623517,-95.3942194,17z/data=!3m1!4b1!4m6!3m5!1s0x8647356c8cd40847:0xfe9cf1e0014cc0f0!8m2!3d30.0623517!4d-95.3942194!16s%2Fg%2F11jfjhr0hw"
"Phoenix Rising Vapor 1 (Smoke/Disposables/Delta/CBD/Hookah)","5020 Farm to Market 1960 Rd W Ste A7, Houston, TX 77069","(281) 763-7378","https://phoenixrisingvapor.format.com/","4.9","690","https://www.google.com/maps/place/Phoenix+Rising+Vapor+1+%28Smoke%2FDisposables%2FDelta%2FCBD%2FHookah%29/data=!4m7!3m6!1s0x8640cc44e314d47d:0xe854244348a67e39!8m2!3d29.983957!4d-95.5066857!16s%2Fg%2F11b5qw1s8s!19sChIJfdQU40TMQIYROX6mSEMkVOg"
"King Cloud","16712 Champion Forest Dr, Spring, TX 77379","(936) 529-7162","http://www.kingcloudhtx.com/","4.9","42","https://www.google.com/maps/place/King+Cloud/data=!4m7!3m6!1s0x8640cd86f2f58a75:0x84a655b8bf977159!8m2!3d30.0127385!4d-95.5364041!16s%2Fg%2F11ldvlqfkd!19sChIJdYr18obNQIYRWXGXv7hVpoQ"
"EZ Rollers Smoke Shop","4334 FM 2920 RD, #110, 4334 Farm to Market 2920, Spring, TX 77388","(832) 791-5002","","4.7","242","https://www.google.com/maps/place/EZ+Rollers+Smoke+Shop/@30.0714935,-95.4851372,17z/data=!3m1!4b1!4m6!3m5!1s0x86473366f08576e5:0x849a1a36c9f0f43c!8m2!3d30.0714935!4d-95.4851372!16s%2Fg%2F11b782jmzn"
"BAHAMA MAMA SMOKE SHOP LOUETTA | VAPES | CBD | TOBACCO | DELTA THC | KRATOM | DISPOSABLES | HOOKAH | NOVELTIES","18520 Kuykendahl Rd, Spring, TX 77388","(346) 351-2154","https://bahama-mama.com/","5.0","668","https://www.google.com/maps/place/BAHAMA+MAMA+SMOKE+SHOP+LOUETTA+%7C+VAPES+%7C+CBD+%7C+TOBACCO+%7C+DELTA+THC+%7C+KRATOM+%7C+DISPOSABLES+%7C+HOOKAH+%7C+NOVELTIES/data=!4m7!3m6!1s0x8640cd2a28c8280d:0xe1b12408355a7284!8m2!3d30.0406161!4d-95.4866956!16s%2Fg%2F11ldt3tk7t!19sChIJDSjIKCrNQIYRhHJaNQgkseE"
"Green Light Smoke Shop Vape & CBD","466 Rayford Rd suite 104, Spring, TX 77386","(281) 719-0351","https://g.page/r/CYGNWlvza5r_EBM/review","4.7","439","https://www.google.com/maps/place/Green+Light+Smoke+Shop+Vape+%26+CBD/data=!4m7!3m6!1s0x864735cd502eeb3f:0xff9a6bf35b5a8d81!8m2!3d30.1268374!4d-95.4353214!16s%2Fg%2F11c1rd7rbm!19sChIJP-suUM01R4YRgY1aW_Nrmv8"
"ROCK 'N ROLL IT - SMOKE - VAPE - HEMP - FM 1960 NORTH","2456 Farm to Market 1960 Rd W, Houston, TX 77068","(281) 587-2346","https://rocknrollit.com/","4.5","456","https://www.google.com/maps/place/ROCK+%27N+ROLL+IT+-+SMOKE+-+VAPE+-+HEMP+-+FM+1960+NORTH/data=!4m7!3m6!1s0x8640cb7a22478c5f:0x2868bcbe97fae550!8m2!3d30.0055584!4d-95.4678361!16s%2Fg%2F1hc0ss0sp!19sChIJX4xHInrLQIYRUOX6l768aCg"
"Cloud 9 Smoke Shop","1020 Cypress Creek Pkwy ste 8b, Houston, TX 77090","(346) 614-9178","","5.0","435","https://www.google.com/maps/place/Cloud+9+Smoke+Shop/@30.0165936,-95.4465191,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cb0049b1527b:0x89b9b1ccf0269647!8m2!3d30.0165936!4d-95.4465191!16s%2Fg%2F11lnwghk9f"
"VAPE CITY","26830 Cypresswood Dr ste 103, Spring, TX 77373","(832) 791-5197","","4.4","62","https://www.google.com/maps/place/VAPE+CITY/@30.0634907,-95.393996,17z/data=!3m1!4b1!4m6!3m5!1s0x86473590513cd1f1:0x94bc128af60b2433!8m2!3d30.0634907!4d-95.393996!16s%2Fg%2F11s7ck1fb3"
"SPRING SMOKE SHOP","12002 Veterans Memorial Dr A, Houston, TX 77067","(832) 721-5632","","4.9","11","https://www.google.com/maps/place/SPRING+SMOKE+SHOP/@29.9582418,-95.4753615,17z/data=!3m1!4b1!4m6!3m5!1s0x8640cb3fb7de4a4b:0xa5a0bac39184548c!8m2!3d29.9582418!4d-95.4753615!16s%2Fg%2F11jxv77n9x"
"Bahama Mama Smoke Shop Sawdust | Vape | Tobacco | CBD | Delta THC | Kratom | Hookah | Disposables | Cigars","314 Sawdust Rd suite 102A, Spring, TX 77380","(281) 651-5013","","4.9","887","https://www.google.com/maps/place/Bahama+Mama+Smoke+Shop+Sawdust+%7C+Vape+%7C+Tobacco+%7C+CBD+%7C+Delta+THC+%7C+Kratom+%7C+Hookah+%7C+Disposables+%7C+Cigars/@30.127079,-95.447075,17z/data=!3m1!4b1!4m6!3m5!1s0x8647354a8cff8b37:0x5e8584d03574a88d!8m2!3d30.127079!4d-95.447075!16s%2Fg%2F11n8qmvtrz"
"Bahama Mama Spring Smoke Shop","3710 Farm to Market 2920 suite 102, Spring, TX 77388","(832) 773-7428","https://bahama-mama.com/","5.0","254","https://www.google.com/maps/place/Bahama+Mama+Spring+Smoke+Shop/data=!4m7!3m6!1s0x864735b2c3434503:0xa4edfb66a69e3a61!8m2!3d30.0710562!4d-95.4732896!16s%2Fg%2F11kqmz89fp!19sChIJA0VDw7I1R4YRYTqepmb77aQ"
"FOREVER VAPES SMOKE SHOP & VAPE SHOP","4711 Louetta Rd, Spring, TX 77388","(832) 246-8979","","4.8","344","https://www.google.com/maps/place/FOREVER+VAPES+SMOKE+SHOP+%26+VAPE+SHOP/@30.0414667,-95.4857806,17z/data=!3m1!4b1!4m6!3m5!1s0x8640ccadae6311bf:0xde03bd7606ead600!8m2!3d30.0414667!4d-95.4857806!16s%2Fg%2F1pw3y1fwc"
"CoinFlip Bitcoin ATM - SMOKE SHACK SMOKE, VAPE & HOOKAH SHOP (Spring)","7110 Louetta Rd, Spring, TX 77379","(773) 800-0106","https://locations.coinflip.tech/us/tx/spring/7110-louetta-rd-suite-d","4.7","3","https://www.google.com/maps/place/CoinFlip+Bitcoin+ATM+-+SMOKE+SHACK+SMOKE,+VAPE+%26+HOOKAH+SHOP+%28Spring%29/data=!4m7!3m6!1s0x8640cd108ab52989:0xf1e003893a04b5f4!8m2!3d30.022938!4d-95.5212561!16s%2Fg%2F11q3s36t1w!19sChIJiSm1ihDNQIYR9LUEOokD4PE"
"SMOKEY MOUNTAIN SMOKESHOP","23816 Aldine Westfield Rd Suite E, Spring, TX 77373","(281) 323-4450","","4.9","136","https://www.google.com/maps/place/SMOKEY+MOUNTAIN+SMOKESHOP/@30.0561203,-95.3927722,17z/data=!3m1!4b1!4m6!3m5!1s0x86474ba559c7422b:0x412b69de7ba7efde!8m2!3d30.0561203!4d-95.3927722!16s%2Fg%2F11rpd8rf61"
"Bizarre Bazaar By Vape City","Louetta Oaks Shopping Center 20551, I-45 Suite D, Spring, TX 77388","(281) 466-2437","http://vapecity.us/","4.5","129","https://www.google.com/maps/place/Bizarre+Bazaar+By+Vape+City/data=!4m7!3m6!1s0x8647351c295f7513:0x53b8e3d0851c3703!8m2!3d30.065136!4d-95.435239!16s%2Fg%2F1tf9nnj1!19sChIJE3VfKRw1R4YRAzcchdDjuFM"
"Glass City Vape.Smoke.CBD.Hookah","5210 Farm to Market 2920 Suite 500, Spring, TX 77388","(281) 362-5668","https://www.instagram.com/glasscity.smoke?igsh=OXVoMHFpMXRka3Y4","4.8","168","https://www.google.com/maps/place/Glass+City+Vape.Smoke.CBD.Hookah/data=!4m7!3m6!1s0x864733dd91a8ab95:0x1b0bd19b87666d6f!8m2!3d30.0745668!4d-95.4990557!16s%2Fg%2F11mvg6cy7k!19sChIJlauokd0zR4YRb21mh5vRCxs"
